X,Y,Z,azimuth,dip,polarity,formation,formation_id,id
-700077.221124427,4544308.012125215,296.2340087890625,176.5553388493804,10,1,Tournaisian Plutonites,34,0
-688818.0050075998,4538109.907666667,356.1280212402344,183.96437428072863,10,1,Tournaisian Plutonites,34,1
