X,Y,Z,azimuth,dip,polarity,formation,formation_id
-697098,4543927,271,284,55,-1,Upper Devonian Siliciclastics,40
-681850,4530352,161,286,47,-1,Upper Devonian Siliciclastics,40
-681855,4530372,286,318,30,-1,Upper Devonian Siliciclastics,40
-705656,4548904,357,134,38,-1,Mid Carboniferous Shales,76
-704549,4547233,500,105,30,-1,Upper Devonian Siliciclastics,40
-700314,4545329,346,116,37,-1,Upper Devonian Siliciclastics,40
-704835,4530651,344,282,60,-1,Visean Shales,67
