X,Y,Z,formation,formation_id
-697098,4543927,271,Upper Devonian Siliciclastics,40
-705656,4548904,357,Mid Carboniferous Shales,76
-700314,4545329,346,Upper Devonian Siliciclastics,40
-704835,4530651,344,Visean Shales,67
